comp1,comp2,response
-20.553198,-15.889764,0
2.503714,-17.599167,0
-20.543797,3.9131837,0
-18.87961,-18.12824,0
-7.741869,1.2814095,0
10.222766,10.188814,0
-12.954374,18.729658,0
3.0358253,11.768549,0
-5.60877,-9.635247,0
17.271214,1.4715674,0
15.414117,-12.418706,0
16.450224,3.6347766,0
-3.1443455,10.808572,0
-5.240003,-10.781267,0
-11.535298,-8.483603,0
21.069582,-9.463058,0
20.13442,-2.0671017,0
18.518734,7.4456067,0
-34.78578,13.756983,0
20.756163,-5.575206,0
-21.034363,10.806342,0
10.730822,-9.68045,0
13.586255,10.8717575,0
-5.6390796,12.633933,0
27.89891,-3.4888287,0
13.011812,6.017029,0
8.945975,-12.911053,0
-0.49551877,-16.157663,0
-11.636852,17.911793,0
11.571094,-4.7711196,0
20.824293,6.478809,0
-15.523632,13.877323,0
29.91852,-3.2131927,0
4.8577666,-32.47593,0
26.846573,-19.003859,0
20.927603,-16.617758,0
-2.0706604,-1.4540406,0
2.3917549,-13.537648,0
17.475264,-18.556997,0
7.7085667,-20.024029,0
-4.817256,12.098258,0
12.74484,-2.0544968,0
20.635286,14.533438,0
14.361981,-4.7510886,0
18.124928,-5.429353,0
20.167223,0.5204534,0
4.007721,22.740143,0
8.71842,-13.74553,0
-8.108059,23.012482,0
-20.412249,4.901053,0
24.261755,-5.655815,0
15.594024,13.693338,0
0.93820965,-31.46979,0
-3.9591613,-1.9314905,0
19.42722,11.795548,0
24.507545,10.302791,0
29.3819,-17.01347,0
24.373386,-2.475225,0
19.020996,8.572606,0
40.129395,-19.517845,0
-8.3032,22.55622,0
6.757807,8.457066,0
-19.525446,-7.7353134,0
-5.1186337,14.22507,0
24.211624,-5.704624,0
24.618391,-17.667793,0
17.402985,8.412794,0
23.194704,-10.309331,0
-9.963937,7.2463064,0
19.061922,-14.026226,0
4.8462186,19.913965,0
4.0285645,22.691656,0
-12.711859,-1.9985803,0
